Key	Korean	English
Conveyor.ForwardTooltip	선택한 컨베이어를 작성된 속도로 정방향 운전합니다.	Run the selected conveyor forward at its authored speed.
Conveyor.StopTooltip	선택한 컨베이어를 정지합니다.	Stop the selected conveyor.
Conveyor.ReverseTooltip	선택한 컨베이어를 작성된 속도로 역방향 운전합니다.	Run the selected conveyor in reverse at its authored speed.
Conveyor.NoConveyorHint	커미셔닝할 컨베이어를 선택하세요.	Select a conveyor to commission.
Conveyor.StartManualHint	수동 운전을 시작한 뒤 정방향 또는 역방향을 선택하세요.	Start manual control, then choose Forward or Reverse.
Conveyor.ManualRunningHint	정방향·정지·역방향 명령은 엔진의 고정 Tick에서 반영됩니다.	Forward, Stop, and Reverse are applied on fixed engine ticks.
Conveyor.ManualPausedHint	방향 또는 정지를 선택한 뒤 단계 실행으로 정확히 한 Tick씩 확인하세요.	Choose a direction or Stop, then use Step to verify exactly one tick.
Conveyor.ResetForManualHint	자동 또는 시퀀스 운전 중입니다. 초기화 후 수동 운전을 시작하세요.	Automatic or sequence operation is active. Reset before starting manual control.
Conveyor.ActionStartManual	수동 운전 시작	Start manual control
Conveyor.ActionRunForward	컨베이어 정방향	Run conveyor forward
Conveyor.ActionRunReverse	컨베이어 역방향	Run conveyor in reverse
Conveyor.ActionStop	컨베이어 정지	Stop conveyor
Conveyor.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Conveyor.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Conveyor.StatusAccepted	{0} 명령이 승인되었습니다.	{0} was accepted.
Conveyor.StatusRejected	{0} 명령이 거부되었습니다.	{0} was rejected.
Sensor.Commissioning	센서 커미셔닝	Sensor commissioning
Sensor.ForceState	입력 소유 상태	Input ownership
Sensor.ForceReleased	자동 감지	Automatic detection
Sensor.ForcedOn	수동 Force ON	Manual Force ON
Sensor.ForcedOff	수동 Force OFF	Manual Force OFF
Sensor.FaultOverride	고장 Override	Fault override
Sensor.StartManualControl	수동 운전 시작	Start manual control
Sensor.StartManualControlTooltip	자동 또는 시퀀스 운전과 분리된 수동 센서 입력 제어를 시작합니다.	Start manual sensor input control separately from automatic or sequence operation.
Sensor.ForceOn	Force ON	Force ON
Sensor.ForceOff	Force OFF	Force OFF
Sensor.ClearForce	Force 해제	Clear force
Sensor.ForceOnTooltip	선택 센서의 유효 입력을 ON으로 고정하고 실제 감지값은 계속 보존합니다.	Force the selected sensor input ON while retaining its current detected value.
Sensor.ForceOffTooltip	선택 센서의 유효 입력을 OFF로 고정하고 실제 감지값은 계속 보존합니다.	Force the selected sensor input OFF while retaining its current detected value.
Sensor.ClearForceTooltip	수동 Force를 해제하고 최신 실제 감지값으로 복귀합니다.	Clear the manual force and return to the latest detected value.
Sensor.NoSensorHint	커미셔닝할 디지털 센서를 선택하세요.	Select a digital sensor to commission.
Sensor.StartManualHint	수동 운전을 시작한 뒤 Force ON 또는 Force OFF를 선택하세요.	Start manual control, then choose Force ON or Force OFF.
Sensor.ManualRunningHint	Force 중에도 실제 감지값은 고정 Tick마다 갱신되며 해제 시 즉시 복귀합니다.	The detected value keeps updating on fixed ticks and is restored immediately when force is cleared.
Sensor.ManualPausedHint	Force를 선택한 뒤 단계 실행으로 정확히 한 Tick 이후에도 유지되는지 확인하세요.	Choose a force, then use Step to verify that it remains active after exactly one tick.
Sensor.ResetForManualHint	자동 또는 시퀀스 운전 중입니다. 초기화한 뒤 수동 운전을 시작하세요.	Automatic or sequence operation is active. Reset before starting manual control.
Sensor.ClearFaultHint	Stuck-input 고장을 해제하거나 초기화한 뒤 수동 Force를 사용하세요.	Clear the stuck-input fault or Reset before using manual force.
Sensor.ActionStartManual	수동 운전 시작	Start manual control
Sensor.ActionForceOn	센서 Force ON	Force sensor ON
Sensor.ActionForceOff	센서 Force OFF	Force sensor OFF
Sensor.ActionClearForce	센서 Force 해제	Clear sensor force
Sensor.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Sensor.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Sensor.StatusAccepted	{0} 명령을 승인했습니다.	{0} was accepted.
Sensor.StatusRejected	{0} 명령이 거부되었습니다.	{0} was rejected.
Equipment.ManualCommissioning	수동 커미셔닝	Manual commissioning
Equipment.StartManualControl	수동 운전 시작	Start manual control
Equipment.StartManualControlTooltip	선택 장비를 자동 또는 시퀀스 운전과 분리된 수동 제어로 전환합니다.	Switch the selected equipment to manual control separately from automatic or sequence operation.
